item,name,homepage_url,repo_url,logo,crunchbase,twitter,category,subcategory,project,license,description,stock_ticker,additional_repos,url_for_bestpractices,organization.name
,Facets,https://pair-code.github.io/facets/,https://github.com/PAIR-code/facets,facets.svg,https://www.crunchbase.com/organization/google,,Data,Visualization,,,,,,,
,Grafana,https://grafana.com,https://github.com/grafana/grafana,grafana.svg,https://www.crunchbase.com/organization/raintank,,Data,Visualization,,,,,,,
,Metabase,https://metabase.com,https://github.com/metabase/metabase,metabase.svg,https://www.crunchbase.com/organization/metabase,,Data,Visualization,,,,,,,
,Prometheus,https://prometheus.io/,https://github.com/prometheus/prometheus,prometheus.svg,https://www.crunchbase.com/organization/cloud-native-computing-foundation,https://twitter.com/PrometheusIO,Data,Visualization,,,,,,,
,RCloud,https://rcloud.social/index.html,https://github.com/att/rcloud,rcloud.svg,https://www.crunchbase.com/organization/at-t,,Data,Visualization,,,,,,,
,redash,https://redash.io/,https://github.com/getredash/redash,redash.svg,https://www.crunchbase.com/organization/redash,,Data,Visualization,,,,,,,
,seaborn,https://seaborn.pydata.org/,https://github.com/mwaskom/seaborn,seaborn.svg,https://www.crunchbase.com/organization/new-york-university,,Data,Visualization,,,,,,,
,Superset,https://superset.apache.org,https://github.com/apache/superset,superset.svg,https://www.crunchbase.com/organization/apache,,Data,Visualization,,,,,,,
,TensorBoard,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,tensorboard.svg,https://www.crunchbase.com/organization/google,,Data,Visualization,,,,,,,
,Analytics Zoo,https://pypi.org/project/analytics-zoo/,https://github.com/intel-analytics/analytics-zoo,analytics-zoo.svg,https://www.crunchbase.com/organization/intel,,Data,Pipeline Management,,,,,,,
,Apache Oozie,https://oozie.apache.org,https://github.com/apache/oozie,oozie.svg,https://www.crunchbase.com/organization/apache,,Data,Pipeline Management,,,,,,,
,Artigraph,https://github.com/artigraph/,https://github.com/artigraph/artigraph,artigraph.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Data,Pipeline Management,sandbox,,,,,,
,DAGSTER,https://dagster.io/,https://github.com/dagster-io/dagster,dagster.svg,https://www.crunchbase.com/organization/elementl,,Data,Pipeline Management,,,,,,,
,PiFlow,https://github.com/cas-bigdatalab/piflow/,https://github.com/cas-bigdatalab/piflow,piflow.svg,https://www.crunchbase.com/organization/tencent,,Data,Pipeline Management,,,,,,,
,Tekton Pipelines,https://tekton.dev/,https://github.com/tektoncd/pipeline,tekton.svg,https://www.crunchbase.com/organization/continuous-delivery-foundation-cdf,https://twitter.com/tektoncd,Data,Pipeline Management,,,,,,,
,TPOT,https://automl.info/tpot/,https://github.com/EpistasisLab/tpot,tpot.svg,https://www.crunchbase.com/organization/university-of-pennsylvania,,Data,Pipeline Management,,,,,,,
,Xtreme1,https://xtreme1.io,https://github.com/xtreme1-io/xtreme1,xtreme1.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Data,Labeling & Annotation,sandbox,Apache 2.0,,,,,
,Computer Vision Annotation Tool (CVAT),https://github.com/openvinotoolkit/cvat,https://github.com/openvinotoolkit/cvat,cvat.svg,https://www.crunchbase.com/organization/intel,,Data,Labeling & Annotation,,,,,,,
,doccano,https://doccano.herokuapp.com,https://github.com/doccano/doccano,doccano.svg,https://www.crunchbase.com/organization/docanno,,Data,Labeling & Annotation,,,,,,,
,Label Studio,https://labelstud.io,https://github.com/heartexlabs/label-studio,labelstudio.svg,https://www.crunchbase.com/organization/heartex,,Data,Labeling & Annotation,,,,,,,
,Labelbox,https://www.labelbox.com,https://github.com/Labelbox/Labelbox,labelbox.svg,https://www.crunchbase.com/organization/labelbox,,Data,Labeling & Annotation,,,,,,,
,LabelImg,https://github.com/tzutalin/labelImg,https://github.com/tzutalin/labelImg,labelimg.svg,https://www.crunchbase.com/organization/labelimg,,Data,Labeling & Annotation,,,,,,,
,Semantic Segmentation Editor,https://github.com/Hitachi-Automotive-And-Industry-Lab/semantic-segmentation-editor,https://github.com/Hitachi-Automotive-And-Industry-Lab/semantic-segmentation-editor,sse.svg,https://www.crunchbase.com/organization/hitachi,,Data,Labeling & Annotation,,,,,,,
,Visual Object Tagging Tool (VoTT),https://github.com/Microsoft/VoTT,https://github.com/Microsoft/VoTT,vott.svg,https://www.crunchbase.com/organization/microsoft,,Data,Labeling & Annotation,,,,,,,
,Community Data License Agreement (CDLA),https://cdla.dev,https://github.com/lfai/CDLA,cdla.svg,https://www.crunchbase.com/organization/linux-foundation,,Data,Governance,,,,,,,
,Egeria,https://egeria-project.org,https://github.com/odpi/egeria,egeria.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Data,Governance,graduated,Apache 2.0,,,"[{'repo_url': 'https://github.com/odpi/egeria'}, {'repo_url': 'https://github.com/odpi/egeria-docs'}, {'repo_url': 'https://github.com/odpi/egeria-charts'}, {'repo_url': 'https://github.com/odpi/egeria-connector-xtdb'}, {'repo_url': 'https://github.com/odpi/egeria-connector-hivemetastore'}, {'repo_url': 'https://github.com/odpi/egeria-connector-ibm-information-server'}, {'repo_url': 'https://github.com/odpi/egeria-connector-hadoop-ecosystem'}, {'repo_url': 'https://github.com/odpi/egeria-connector-omrs-caching'}, {'repo_url': 'https://github.com/odpi/egeria-connector-sas-viya'}, {'repo_url': 'https://github.com/odpi/egeria-connector-integration-event-schema'}, {'repo_url': 'https://github.com/odpi/egeria-connector-integration-topic-strimzi'}, {'repo_url': 'https://github.com/odpi/egeria-react-ui'}, {'repo_url': 'https://github.com/odpi/egeria-ui'}, {'repo_url': 'https://github.com/odpi/egeria-ui-core'}, {'repo_url': 'https://github.com/odpi/egeria-ui-components'}, {'repo_url': 'https://github.com/odpi/egeria-js-commons'}, {'repo_url': 'https://github.com/odpi/egeria-samples'}, {'repo_url': 'https://github.com/odpi/egeria-samples-api'}, {'repo_url': 'https://github.com/odpi/egeria-connector-repository-file-sample'}, {'repo_url': 'https://github.com/odpi/egeria-database-connectors'}, {'repo_url': 'https://github.com/odpi/egeria-api-mocks'}, {'repo_url': 'https://github.com/odpi/egeria-template-newrepo'}, {'repo_url': 'https://github.com/odpi/egeria-jupyter-notebooks'}, {'repo_url': 'https://github.com/odpi/egeria-k8s-operator'}, {'repo_url': 'https://github.com/odpi/egeria-dev-projects'}, {'repo_url': 'https://github.com/odpi/egeria-python'}, {'repo_url': 'https://github.com/odpi/egeria-palisade'}, {'repo_url': 'https://github.com/odpi/data-governance'}, {'repo_url': 'https://github.com/odpi/happi-graph'}]",,
,CleanRL,https://chainerrl.readthedocs.io/en/latest/,https://github.com/vwxyzjn/cleanrl,CleanRL.svg,https://www.crunchbase.com/organization/drexel-university,,Reinforcement Learning,Reinforcement Learning,,MIT License,,,,,
,Chainer RL,https://chainerrl.readthedocs.io/en/latest/,https://github.com/chainer/chainerrl,chainer-rl.svg,https://www.crunchbase.com/organization/preferred-networks,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,Coach,https://nervanasystems.github.io/coach/,https://github.com/IntelLabs/coach,coach.svg,https://www.crunchbase.com/organization/intel,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,DeepMind Lab,https://github.com/deepmind/lab,https://github.com/deepmind/lab,deepmindlab.svg,https://www.crunchbase.com/organization/google,https://twitter.com/deepmind,Reinforcement Learning,Reinforcement Learning,,,,,,,
,Dopamine,https://github.com/google/dopamine,https://github.com/google/dopamine,dopamine.svg,https://www.crunchbase.com/organization/google,https://twitter.com/dopamine_ai,Reinforcement Learning,Reinforcement Learning,,,,,,,
,Horizon,https://engineering.fb.com/2018/11/01/ml-applications/horizon,https://github.com/facebookresearch/ReAgent,horizon.svg,https://www.crunchbase.com/organization/facebook,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,OpenAI Gym,https://www.gymlibrary.ml,https://github.com/openai/gym,openai.svg,https://www.crunchbase.com/organization/openai,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,PlaNet,https://planetrl.github.io/,https://github.com/google-research/planet,planet.svg,https://www.crunchbase.com/organization/google,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,SEED RL,https://github.com/google-research/seed_rl,https://github.com/google-research/seed_rl,seed-rl.svg,https://www.crunchbase.com/organization/google,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,Stable Baselines,https://stable-baselines.readthedocs.io/en/master,https://github.com/hill-a/stable-baselines,stable-baselines.svg,https://www.crunchbase.com/organization/stable-baselines-open-source-project,,Reinforcement Learning,Reinforcement Learning,,,,,,,
,ALBERT,https://github.com/google-research/ALBERT,https://github.com/google-research/ALBERT,albert.svg,https://www.crunchbase.com/organization/google,,Natural Language Processing,Natural Language Processing,,,,,,,
,AllenNLP,https://allenai.org/allennlp,https://github.com/allenai/allennlp,allennlp.svg,https://www.crunchbase.com/organization/allen-institute-for-artificial-intelligence,https://twitter.com/ai2_allennlp,Natural Language Processing,Natural Language Processing,,,,,,,
,Apache UIMA,https://uima.apache.org/,https://github.com/apache/uima-uimaj,uima.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/apacheuima,Natural Language Processing,Natural Language Processing,,,,,,,
,BERT,https://github.com/google-research/bert,https://github.com/google-research/bert,bert.svg,https://www.crunchbase.com/organization/google,,Natural Language Processing,Natural Language Processing,,,,,,,
,CoreNLP,https://stanfordnlp.github.io/CoreNLP/,https://github.com/stanfordnlp/CoreNLP,corenlp.svg,https://www.crunchbase.com/organization/stanford-university,,Natural Language Processing,Natural Language Processing,,,,,,,
,DeepSpeech,https://deepspeech.readthedocs.io/en/latest,https://github.com/mozilla/DeepSpeech,deepspeech.svg,https://www.crunchbase.com/organization/mozilla-foundation,,Natural Language Processing,Natural Language Processing,,,,,,,
,DELTA,https://delta-didi.readthedocs.io/en/latest,https://github.com/Delta-ML/delta,delta.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Natural Language Processing,Natural Language Processing,incubating,,,,,,
,fastText,https://fasttext.cc/,https://github.com/facebookresearch/fastText,fasttext.svg,https://www.crunchbase.com/organization/facebook,,Natural Language Processing,Natural Language Processing,,,,,,,
,Flair,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,flair.svg,https://www.crunchbase.com/organization/zalando,,Natural Language Processing,Natural Language Processing,,,,,,,
,Gluon-NLP,https://nlp.gluon.ai,https://github.com/dmlc/gluon-nlp,gluon.svg,https://www.crunchbase.com/organization/gluon-open-source-project,,Natural Language Processing,Natural Language Processing,,,,,,,
,Haystack,https://haystack.deepset.ai/,https://github.com/deepset-ai/haystack,haystack.svg,https://www.crunchbase.com/organization/deepset,https://twitter.com/deepset_ai,Natural Language Processing,Natural Language Processing,,,,,,,
,Kashgari,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,kashgari.svg,https://www.crunchbase.com/organization/kashgari-open-source-project,,Natural Language Processing,Natural Language Processing,,,,,,,
,LASER,https://github.com/facebookresearch/LASER,https://github.com/facebookresearch/LASER,laser.svg,https://www.crunchbase.com/organization/facebook,,Natural Language Processing,Natural Language Processing,,,,,,,
,Lucene,https://lucene.apache.org/,https://github.com/apache/lucene-solr,lucene.svg,https://www.crunchbase.com/organization/apache,,Natural Language Processing,Natural Language Processing,,,,,,,
,MindMeld,https://www.mindmeld.com/index.html,https://github.com/cisco/mindmeld,mindmeld.svg,https://www.crunchbase.com/organization/cisco,,Natural Language Processing,Natural Language Processing,,,,,,,
,NLP Architect,https://intellabs.github.io/nlp-architect,https://github.com/IntelLabs/nlp-architect,nlp-architect.svg,https://www.crunchbase.com/organization/intel,,Natural Language Processing,Natural Language Processing,,,,,,,
,OpenNLP,https://opennlp.apache.org/,https://github.com/apache/opennlp,opennlp.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheOpennlp,Natural Language Processing,Natural Language Processing,,,,,,,
,ParlAI,https://parl.ai/,https://github.com/facebookresearch/ParlAI,parlai.svg,https://www.crunchbase.com/organization/facebook,https://twitter.com/parlai_parley,Natural Language Processing,Natural Language Processing,,,,,,,
,PyText,https://pytext.readthedocs.io/en/master,https://github.com/facebookresearch/pytext,pytext.svg,https://www.crunchbase.com/organization/facebook,,Natural Language Processing,Natural Language Processing,,,,,,,
,RASA NLU,https://rasa.com/,https://github.com/RasaHQ/rasa,rasa.svg,https://www.crunchbase.com/organization/rasa,,Natural Language Processing,Natural Language Processing,,,,,,,
,RosaeNLG,https://rosaenlg.org,https://github.com/RosaeNLG/rosaenlg,rosaenlg.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Natural Language Processing,Natural Language Processing,sandbox,,,,,,
,spaCy,https://spacy.io,https://github.com/explosion/spaCy,spacy.svg,https://www.crunchbase.com/organization/explosion-ai,https://twitter.com/spacy_io,Natural Language Processing,Natural Language Processing,,,,,,,
,Spark-NLP,https://nlp.johnsnowlabs.com,https://github.com/JohnSnowLabs/spark-nlp,spark-nlp.svg,https://www.crunchbase.com/organization/john-snow-labs-inc,,Natural Language Processing,Natural Language Processing,,,,,,,
,Transformers,https://huggingface.co/docs/transformers/index,https://github.com/huggingface/transformers,transformers.svg,https://www.crunchbase.com/organization/hugging-face,,Natural Language Processing,Natural Language Processing,,,,,,,
,XLM,https://github.com/facebookresearch/XLM,https://github.com/facebookresearch/XLM,xlm.svg,https://www.crunchbase.com/organization/facebook,,Natural Language Processing,Natural Language Processing,,,,,,,
,YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,YouTokenToMe.svg,https://www.crunchbase.com/organization/vk,,Natural Language Processing,Natural Language Processing,,,,,,,
,Adlik,https://adlik.ai/,https://github.com/Adlik/Adlik,adlik.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Inference,incubating,,,,,,
,CausalML,https://causalml.readthedocs.io/en/latest/about.html,https://github.com/uber/causalml,causalml.svg,https://www.crunchbase.com/organization/uber,,Model,Inference,,,,,,,
,KServe,https://kserve.github.io/website/,https://github.com/kserve/kserve,kserve.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Inference,incubating,,,,,,
,MNN,https://github.com/alibaba/MNN,https://github.com/alibaba/MNN,mnn.svg,https://www.crunchbase.com/organization/alibaba,,Model,Inference,,,,,,,
,TensorRT,https://developer.nvidia.com/tensorrt,https://github.com/NVIDIA/TensorRT,tensorrt.svg,https://www.crunchbase.com/organization/nvidia,,Model,Inference,,,,,,,
,TensorRT Inference Server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,tensorrt-inferenceserver.svg,https://www.crunchbase.com/organization/nvidia,,Model,Inference,,,,,,,
,uTensor,https://github.com/uTensor/uTensor,https://github.com/uTensor/uTensor,uTensor.svg,https://www.crunchbase.com/organization/arm,,Model,Inference,,,,,,,
,FATE,https://www.fedai.org/,https://github.com/FederatedAI/FATE,fate.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Federated Learning,incubating,,,,,,
,OpenFL,https://openfl.readthedocs.io/en/latest,https://github.com/intel/openfl,openfl.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Federated Learning,sandbox,,,,,,
,PySyft,https://blog.openmined.org/tag/pysyft/,https://github.com/OpenMined/PySyft,pysyft.svg,https://www.crunchbase.com/organization/openmined,,Model,Federated Learning,,,,,,,
,Substra,https://github.com/Substra/substra,https://github.com/Substra/substra,substra.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Federated Learning,incubating,,,,,,
,TensorFlow Federated,https://www.tensorflow.org/federated,https://github.com/tensorflow/federated,tf_federated.svg,https://www.crunchbase.com/organization/google,,Model,Federated Learning,,,,,,,
,DeepSpeed,https://www.deepspeed.ai/,https://github.com/microsoft/DeepSpeed,deepspeed.svg,https://www.crunchbase.com/organization/microsoft,,Model,Training,,Apache 2.0,,,,,
,Embedded Learning Library,https://microsoft.github.io/ELL/,https://github.com/Microsoft/ELL,embedded-learning-library.svg,https://www.crunchbase.com/organization/microsoft,,Model,Training,,,,,,,
,Horovod,https://horovod.ai/,https://github.com/horovod/horovod,horovod.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Training,graduated,,,,,,
,Ludwig,https://ludwig-ai.github.io/ludwig-docs/,https://github.com/ludwig-ai/ludwig,ludwig.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Training,incubating,,,,,,
,Petastorm,https://eng.uber.com/petastorm/,https://github.com/uber/petastorm,petastorm.svg,https://www.crunchbase.com/organization/uber,,Model,Training,,,,,,,
,TorchRec,https://pytorch.org/torchrec/,https://github.com/pytorch/torchrec,torchrec.svg,https://www.crunchbase.com/organization/facebook,,Model,Training,,,,,,,
,HyperOpt,https://hyperopt.github.io/hyperopt/,https://github.com/hyperopt/hyperopt,hyperopt.svg,https://www.crunchbase.com/organization/university-of-waterloo,,Model,Parameter,,,,,,,
,Katib,https://github.com/kubeflow/katib,https://github.com/kubeflow/katib,katib.svg,https://www.crunchbase.com/organization/google,,Model,Parameter,,,,,,,
,talos,https://github.com/autonomio/talos,https://github.com/autonomio/talos,talos.svg,https://www.crunchbase.com/organization/autonomio,,Model,Parameter,,,,,,,
,Neuropod,https://neuropod.ai/docs/stable,https://github.com/uber/neuropod,neuropod.svg,https://www.crunchbase.com/organization/uber,,Model,Format & Interface,,,,,,,
,ONNX,https://onnx.ai/,https://github.com/onnx/onnx,onnx.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,https://twitter.com/onnxai,Model,Format & Interface,graduated,,,,,,
,Acumos,https://www.acumos.org/,https://github.com/acumos/documentation,acumos.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Marketplace,archived,,,,,,
,Machine Learning eXchange,https://www.ml-exchange.org/,https://github.com/machine-learning-exchange/mlx,mlx.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Marketplace,sandbox,,,,,,
,Model Asset eXchange (MAX),https://developer.ibm.com,https://github.com/IBM/MAX-Base,max.svg,https://www.crunchbase.com/organization/ibm,,Model,Marketplace,,,,,,,
,CLAIMED,https://github.com/claimed-framework/,https://github.com/claimed-framework/component-library,claimed.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Workflow,sandbox,Apache 2.0,,,,,
,Apache Airflow,https://airflow.apache.org/,https://github.com/apache/airflow,apache-airflow.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheAirflow,Model,Workflow,,,,,,,
,Apache Nifi,https://nifi.apache.org,https://github.com/apache/nifi,apache-nifi.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/apachenifi,Model,Workflow,,,,,,,
,Argo,https://argoproj.github.io/,https://github.com/argoproj/argo-workflows,argo.svg,https://www.crunchbase.com/organization/intuit,https://twitter.com/argoproj,Model,Workflow,,,,,,,
,Azkaban,https://azkaban.github.io,https://github.com/azkaban/azkaban,azkaban.svg,https://www.crunchbase.com/organization/linkedin,,Model,Workflow,,,,,,,
,BentoML,https://www.bentoml.com,https://github.com/bentoml/BentoML,bentoml.svg,https://www.crunchbase.com/organization/bentoml,,Model,Workflow,,,,,,,
,Cadence,https://cadenceworkflow.io/,https://github.com/uber/cadence,cadence.svg,https://www.crunchbase.com/organization/uber,,Model,Workflow,,,,,,,
,Couler,https://github.com/couler-proj/couler,https://github.com/couler-proj/couler,couler.svg,https://www.crunchbase.com/organization/ant-financial,https://twitter.com/CoulerProject,Model,Workflow,,,,,,,
,Cyclone,https://github.com/caicloud/cyclone,https://github.com/caicloud/cyclone,cyclone.svg,https://www.crunchbase.com/organization/caicloud,,Model,Workflow,,,,,,,
,d6tflow,https://d6tflow.readthedocs.io/en/latest,https://github.com/d6t/d6tflow,d6tflow.svg,https://www.crunchbase.com/organization/databolt,,Model,Workflow,,,,,,,
,Flyte,https://flyte.org,https://github.com/flyteorg/flyte,flyte.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,https://twitter.com/flyteorg,Model,Workflow,graduated,,,,,,
,Kedro,https://kedro.org/,https://github.com/kedro-org/kedro,kedro.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Workflow,incubating,,,,,,
,Kestra,https://kestra.io/,https://github.com/kestra-io/kestra,kestra.svg,https://www.crunchbase.com/organization/kestra,,Model,Workflow,,,,,,,
,Luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,luigi.svg,https://www.crunchbase.com/organization/spotify,,Model,Workflow,,,,,,,
,mleap,https://mleap-docs.combust.ml,https://github.com/combust/mleap,mleap.svg,https://www.crunchbase.com/organization/combust-ml,,Model,Workflow,,,,,,,
,Orchest,https://orchest.io/,https://github.com/orchest/orchest,orchest.svg,https://www.crunchbase.com/organization/orchest,https://twitter.com/orchestofficial,Model,Workflow,,,,,,,
,Prefect,https://docs.prefect.io/,https://github.com/prefecthq/prefect,prefect.svg,https://www.crunchbase.com/organization/prefect-technologies-inc,,Model,Workflow,,,,,,,
,TRAINS,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,trains.svg,https://www.crunchbase.com/organization/allegro-ai,,Model,Workflow,,,,,,,
,Volcano,https://github.com/volcano-sh/volcano,https://github.com/volcano-sh/volcano,volcano.svg,https://www.crunchbase.com/organization/huawei,,Model,Workflow,,,,,,,
,DAWNBench,https://dawn.cs.stanford.edu/benchmark/,https://github.com/stanford-futuredata/dawn-bench-entries,dawnbench.svg,https://www.crunchbase.com/organization/stanford-university,,Model,Benchmarking,,,,,,,
,MLPerf,https://mlcommons.org/en,https://github.com/mlcommons/training,mlperf.svg,https://www.crunchbase.com/organization/ml-perf,https://twitter.com/mlperf1,Model,Benchmarking,,,,,,,
,AIMET,https://github.com/quic/aimet,https://github.com/quic/aimet,aimet.svg,https://www.crunchbase.com/organization/qualcomm-innovation-center,,Model,Tool,,,,,,,
,Clipper,https://auction.whois.ai,https://github.com/ucbrise/clipper,clipper.svg,https://www.crunchbase.com/organization/uc-berkeley-riselab,,Model,Tool,,,,,,,
,dlrm,https://github.com/facebookresearch/dlrm,https://github.com/facebookresearch/dlrm,dlrm.svg,https://www.crunchbase.com/organization/facebook,,Model,Tool,,,,,,,
,FlagAI,https://github.com/BAAI-Open/FlagAI,https://github.com/BAAI-Open/FlagAI,FlagAI.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Model,Tool,sandbox,,,,,,
,FLAML,https://github.com/microsoft/FLAML,https://github.com/microsoft/FLAML,flaml.svg,https://www.crunchbase.com/organization/microsoft,,Model,Tool,,,,,,,
,MMdnn,https://github.com/Microsoft/MMdnn,https://github.com/Microsoft/MMdnn,mmdnn.svg,https://www.crunchbase.com/organization/microsoft,,Model,Tool,,,,,,,
,Model Server for Apache MXNet,https://github.com/awslabs/multi-model-server,https://github.com/awslabs/multi-model-server,mms.svg,https://www.crunchbase.com/organization/amazon-web-services,,Model,Tool,,,,,,,
,ModelDB,https://github.com/VertaAI/modeldb,https://github.com/VertaAI/modeldb,modeldb.svg,https://www.crunchbase.com/organization/vertaai,,Model,Tool,,,,,,,
,Neo-AI,https://github.com/neo-ai/neo-ai-dlr,https://github.com/neo-ai/neo-ai-dlr,neo-ai.svg,https://www.crunchbase.com/organization/amazon,,Model,Tool,,,,,,,
,Netron,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,netron.svg,https://www.crunchbase.com/organization/netron-open-source-project,,Model,Tool,,,,,,,
,ONNX Runtime,https://github.com/microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,onnx-runtime.svg,https://www.crunchbase.com/organization/microsoft,https://twitter.com/onnxruntime,Model,Tool,,,,,,,
,Pipeline.ai,https://www.datascienceonaws.com,https://github.com/PipelineAI/pipeline,pipelineai.svg,https://www.crunchbase.com/organization/pipelineio,https://twitter.com/mysticdotai,Model,Tool,,,,,,,
,studio.ml,https://www.studio.ml,https://github.com/studioml/studio,studio.ml.svg,https://www.crunchbase.com/organization/sentient,https://twitter.com/StudiomlDev,Model,Tool,,,,,,,
,TensorFlow Model Analysis,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,tf_model_analysis.svg,https://www.crunchbase.com/organization/google,,Model,Tool,,,,,,,
,TorchServe,https://pytorch.org/serve/,https://github.com/pytorch/serve,torchserve.svg,https://www.crunchbase.com/organization/amazon-web-services,,Model,Tool,,,,,,,
,Turi Create,https://github.com/apple/turicreate,https://github.com/apple/turicreate,turi.svg,https://www.crunchbase.com/organization/apple,,Model,Tool,,,,,,,
,Dask,https://docs.dask.org/en/latest/,https://github.com/dask/dask,dask.svg,https://www.crunchbase.com/organization/continuum-analytics,,Programming,Programming,,,,,,,
,Infer.net,https://dotnet.github.io/infer/,https://github.com/dotnet/infer,infernet.svg,https://www.crunchbase.com/organization/microsoft,,Programming,Programming,,,,,,,
,Julia,https://julialang.org/,https://github.com/JuliaLang/julia,julia.svg,https://www.crunchbase.com/organization/numfocus,https://twitter.com/JuliaLanguage,Programming,Programming,,,,,,,
,Kompute,https://kompute.cc,https://github.com/KomputeProject/kompute,kompute.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Programming,Programming,incubating,,,,,https://github.com/KomputeFoundation/kompute,
,MARS,https://github.com/mars-project/mars,https://github.com/mars-project/mars,mars.svg,https://www.crunchbase.com/organization/alibaba-cloud,,Programming,Programming,,,,,,,
,Numba,https://numba.readthedocs.io/en/stable/index.html,https://github.com/numba/numba,numba.svg,https://www.crunchbase.com/organization/continuum-analytics,,Programming,Programming,,,,,,,
,NumPy,https://numpy.org/,https://github.com/numpy/numpy,num-py.svg,https://www.crunchbase.com/organization/numpy,,Programming,Programming,,,,,,,
,Nyoka,https://nyoka-pmml.github.io/nyoka/,https://github.com/SoftwareAG/nyoka,nyoka.svg,https://www.crunchbase.com/organization/software-ag,,Programming,Programming,,,,,,,
,Pomegranete,https://pomegranate.readthedocs.io/en/latest/,https://github.com/jmschrei/pomegranate,pomegranate.svg,https://www.crunchbase.com/organization/pomegranate-open-source-project,,Programming,Programming,,,,,,,
,PyMC3,https://docs.pymc.io/en/v3,https://github.com/pymc-devs/pymc,pymc3.svg,https://www.crunchbase.com/organization/numfocus,,Programming,Programming,,,,,,,
,Pyro,http://pyro.ai/,https://github.com/pyro-ppl/pyro,pyro.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Programming,Programming,graduated,,,,,,
,Python,https://www.python.org,https://github.com/python/cpython,python.svg,https://www.crunchbase.com/organization/python-software-foundation,,Programming,Programming,,,,,,,
,RStudio IDE,https://www.rstudio.com,https://github.com/rstudio/rstudio,rstudio-project.svg,https://www.crunchbase.com/organization/rstudio,,Programming,Programming,,,,,,,
,SciPy,https://www.scipy.org/,https://github.com/scipy/scipy,scipy.svg,https://www.crunchbase.com/organization/enthought,,Programming,Programming,,,,,,,
,SKIP Language,http://skiplang.com/,https://github.com/skiplang/skip,skip.svg,https://www.crunchbase.com/organization/facebook,,Programming,Programming,,,,,,,
,Stan,https://mc-stan.org/,https://github.com/stan-dev/stan,stan.svg,https://www.crunchbase.com/organization/numfocus,https://twitter.com/mcmc_stan,Programming,Programming,,,,,,,
,Apache Ambari,https://ambari.apache.org/,https://github.com/apache/ambari,apache-ambari.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheAmbari,Distributed Computing,Computing & Management,,,,,,,
,Apache Bahir,https://bahir.apache.org,https://github.com/apache/bahir,apache-bahir.svg,https://www.crunchbase.com/organization/apache,,Distributed Computing,Computing & Management,,,,,,,
,Apache Mesos,https://mesos.apache.org,https://github.com/apache/mesos,apache-mesos.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheMesos,Distributed Computing,Computing & Management,,,,,,,
