item,name,homepage_url,repo_url,logo,crunchbase,twitter,category,subcategory,project,license,description,stock_ticker,additional_repos,url_for_bestpractices,organization.name
,Apache Ranger,https://ranger.apache.org,https://github.com/apache/ranger,apache-ranger.svg,https://www.crunchbase.com/organization/apache,,Distributed Computing,Computing & Management,,,,,,,
,Apache Spark,https://spark.apache.org,https://github.com/apache/spark,spark.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/apachespark,Distributed Computing,Computing & Management,,,,,,,
,Apache Storm,https://storm.apache.org,https://github.com/apache/storm,apache-storm.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheStorm,Distributed Computing,Computing & Management,,,,,,,
,Elastic Deep Learning (EDL),https://elasticdeeplearning.ai/,https://github.com/elasticdeeplearning/edl,edl.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Distributed Computing,Computing & Management,incubating,,,,,,
,Generic Neural Elastic Search (GNES),https://github.com/gnes-ai/gnes,https://github.com/gnes-ai/gnes,gnes.svg,https://www.crunchbase.com/organization/tencent,,Distributed Computing,Computing & Management,,,,,,,
,genie,https://netflix.github.io/genie,https://github.com/Netflix/genie,genie.svg,https://www.crunchbase.com/organization/netflix,,Distributed Computing,Computing & Management,,,,,,,
,GraphScope,https://graphscope.io,https://github.com/alibaba/graphscope,graphscope.svg,https://www.crunchbase.com/organization/alibaba,,Distributed Computing,Computing & Management,,,A One-Stop Large-Scale Graph Computing System from Alibaba,,,,
,Kubernetes,https://kubernetes.io/,https://github.com/kubernetes/kubernetes,kubernetes.svg,https://www.crunchbase.com/organization/cloud-native-computing-foundation,https://twitter.com/kubernetesio,Distributed Computing,Computing & Management,,,"Kubernetes is an open-source system for automating deployment, scaling, and management of containerized applications",,,,
,Nauta,https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html,https://github.com/IntelAI/Nauta,nauta.svg,https://www.crunchbase.com/organization/intel,https://twitter.com/IntelAI,Distributed Computing,Computing & Management,,,,,,,
,OpenShift,https://www.redhat.com/en/technologies/cloud-computing/openshift,https://github.com/openshift/origin,openshift.svg,https://www.crunchbase.com/organization/red-hat,https://twitter.com/openshift,Distributed Computing,Computing & Management,,,,,,,
,Singularity,https://sylabs.io/,https://github.com/apptainer/singularity,singularity.svg,https://www.crunchbase.com/organization/sylabs,https://twitter.com/SingularityApp,Distributed Computing,Computing & Management,,,,,,,
,SOAJS,https://www.soajs.org/,https://github.com/soajs/soajs,soajs.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,https://twitter.com/soajsorg,Distributed Computing,Computing & Management,incubating,,,,,,
,Apache Toree,https://toree.apache.org,https://github.com/apache/incubator-toree,apache-toree.svg,https://www.crunchbase.com/organization/apache,,Distributed Computing,Interface,,,,,,,
,Livy,https://livy.incubator.apache.org/,https://github.com/apache/incubator-livy,apache-livy.svg,https://www.crunchbase.com/organization/apache,,Distributed Computing,Interface,,,,,,,
,sparklyr,https://sparklyr.ai,https://github.com/sparklyr/sparklyr,sparklyr.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Distributed Computing,Interface,incubating,,,,,,
,AI Explainability 360 Toolkit,http://aix360.mybluemix.net,https://github.com/Trusted-AI/AIX360,aix360.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Trusted & Responsible AI,Explainability,incubating,,,,,,
,ALIBI,https://docs.seldon.io/projects/alibi/en/stable,https://github.com/SeldonIO/alibi,alibi.svg,https://www.crunchbase.com/organization/seldon,,Trusted & Responsible AI,Explainability,,,,,,,
,ELI5,https://eli5.readthedocs.io/en/latest,https://github.com/TeamHG-Memex/eli5,eli5.svg,https://www.crunchbase.com/organization/scrapinghub,,Trusted & Responsible AI,Explainability,,,,,,,
,InterpretML,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,interpretml.svg,https://www.crunchbase.com/organization/microsoft,,Trusted & Responsible AI,Explainability,,,,,,,
,LIME,https://homes.cs.washington.edu/~marcotcr/blog/lime/,https://github.com/marcotcr/lime,lime.svg,https://www.crunchbase.com/organization/university-of-washington,,Trusted & Responsible AI,Explainability,,,,,,,
,Lucid,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,lucid.svg,https://www.crunchbase.com/organization/google,,Trusted & Responsible AI,Explainability,,,,,,,
,SHAP,https://github.com/slundberg/shap,https://github.com/slundberg/shap,shap.svg,https://www.crunchbase.com/organization/university-of-washington,,Trusted & Responsible AI,Explainability,,,,,,,
,Skater,https://oracle.github.io/Skater/overview.html,https://github.com/oracle/Skater,skater.svg,https://www.crunchbase.com/organization/oracle,,Trusted & Responsible AI,Explainability,,,,,,,
,TreeInterpreter,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,treeinterpreter.svg,https://www.crunchbase.com/organization/mtakso,,Trusted & Responsible AI,Explainability,,,,,,,
,AdvBox,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,advbox.svg,https://www.crunchbase.com/organization/baidu,,Trusted & Responsible AI,Adversarial,,,,,,,
,Adversarial Robustness Toolkit,https://developer.ibm.com/open/projects/adversarial-robustness-toolbox/,https://github.com/Trusted-AI/adversarial-robustness-toolbox,art.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Trusted & Responsible AI,Adversarial,graduated,,,,,,
,Advertorch,https://advertorch.readthedocs.io/en/latest/,https://github.com/BorealisAI/advertorch,advertorch.svg,https://www.crunchbase.com/organization/royal-bank-of-canada,,Trusted & Responsible AI,Adversarial,,,,,,,
,CleverHans,http://www.cleverhans.io/,https://github.com/cleverhans-lab/cleverhans,cleverhans.svg,https://www.crunchbase.com/organization/cleverhans-project,,Trusted & Responsible AI,Adversarial,,,,,,,
,Foolbox,https://foolbox.readthedocs.io/en/latest/,https://github.com/bethgelab/foolbox,foolbox.svg,https://www.crunchbase.com/organization/tuebingen-university,https://twitter.com/bethgelab,Trusted & Responsible AI,Adversarial,,,,,,,
,Aequitas,http://www.datasciencepublicpolicy.org/our-work/tools-guides/aequitas,https://github.com/dssg/aequitas,aequitas.svg,https://www.crunchbase.com/organization/university-of-chicago,,Trusted & Responsible AI,Bias & Fairness,,,,,,,
,AI Fairness 360 Toolkit,https://developer.ibm.com/open/projects/ai-fairness-360/,https://github.com/Trusted-AI/AIF360,aif360.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Trusted & Responsible AI,Bias & Fairness,incubating,,,,,,
,Audit AI,https://github.com/pymetrics/audit-ai,https://github.com/pymetrics/audit-ai,audit-ai.svg,https://www.crunchbase.com/organization/pymetrics,,Trusted & Responsible AI,Bias & Fairness,,,,,,,
,DeepLIFT,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,deeplift.svg,https://www.crunchbase.com/organization/stanford-university,,Trusted & Responsible AI,Bias & Fairness,,,,,,,
,Fainlearn,https://fairlearn.org,https://github.com/fairlearn/fairlearn,fairlearn.svg,https://www.crunchbase.com/organization/microsoft,,Trusted & Responsible AI,Bias & Fairness,,,,,,,
,Apache Zeppelin,https://zeppelin.apache.org/,https://github.com/apache/zeppelin,apache-zeppelin.svg,https://www.crunchbase.com/organization/apache,https://twitter.com/ApacheZeppelin,Notebook Environment,Notebook Environment,,,,,,,
,BeakerX,http://beakerx.com/,https://github.com/twosigma/beakerx,beakerx.svg,https://www.crunchbase.com/organization/two-sigma-investments,https://twitter.com/BeakerXNotebook,Notebook Environment,Notebook Environment,,,,,,,
,Colaboratory,https://colab.research.google.com/notebooks/welcome.ipynb,https://github.com/googlecolab/colabtools,colab.svg,https://www.crunchbase.com/organization/google,,Notebook Environment,Notebook Environment,,,,,,,
,Elyra,https://elyra.readthedocs.io/en/latest,https://github.com/elyra-ai/elyra,elyra.svg,https://www.crunchbase.com/organization/lf-artificial-intelligence-foundation,,Notebook Environment,Notebook Environment,sandbox,,,,,,
,envd,https://envd.tensorchord.ai/,https://github.com/tensorchord/envd,envd.svg,https://www.crunchbase.com/organization/tensorchord,https://twitter.com/TensorChord,Notebook Environment,Notebook Environment,,,,,,,
,IPython,https://ipython.org/,https://github.com/ipython/ipython,ipython.svg,https://www.crunchbase.com/organization/ipython,https://twitter.com/IPythonDev,Notebook Environment,Notebook Environment,,,,,,,
,Jupyter Notebooks,https://jupyter.org/,https://github.com/jupyter/notebook,jupyter-notebooks.svg,https://www.crunchbase.com/organization/numfocus,https://twitter.com/ProjectJupyter,Notebook Environment,Notebook Environment,,,,,,,
,PixieDust,https://www.ibm.com/cloud,https://github.com/pixiedust/pixiedust,pixiedust.svg,https://www.crunchbase.com/organization/ibm,,Notebook Environment,Notebook Environment,,,,,,,
,Polynote,https://polynote.org,https://github.com/polynote/polynote,polynote.svg,https://www.crunchbase.com/organization/netflix,,Notebook Environment,Notebook Environment,,,,,,,
,rmarkdown,https://rmarkdown.rstudio.com,https://github.com/rstudio/rmarkdown,rmarkdown.svg,https://www.crunchbase.com/organization/rstudio,,Notebook Environment,Notebook Environment,,,,,,,
,Stencila,https://stenci.la,https://github.com/stencila/stencila,stencila.svg,https://www.crunchbase.com/organization/stencila,,Notebook Environment,Notebook Environment,,,,,,,
,Streamlit,https://www.streamlit.io,https://github.com/streamlit/streamlit,streamlit.svg,https://www.crunchbase.com/organization/streamlit,,Notebook Environment,Notebook Environment,,,,,,,
,Differential Privacy Library,https://github.com/google/differential-privacy,https://github.com/google/differential-privacy,differentialprivacy.svg,https://www.crunchbase.com/organization/google,,Security & Privacy,Security & Privacy,,,,,,,
,HE Lib,https://github.com/homenc/HElib,https://github.com/homenc/HElib,helib.svg,https://www.crunchbase.com/organization/ibm,,Security & Privacy,Security & Privacy,,,,,,,
,SEAL,https://www.microsoft.com/en-us/research/project/microsoft-seal/,https://github.com/microsoft/SEAL,seal.svg,https://www.crunchbase.com/organization/microsoft,,Security & Privacy,Security & Privacy,,,,,,,
,TensorFlow Privacy,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,tf_privacy.svg,https://www.crunchbase.com/organization/google,,Security & Privacy,Security & Privacy,,,,,,,
,TF Encrypted,https://tf-encrypted.io,https://github.com/tf-encrypted/tf-encrypted,tf_encrypted.svg,https://www.crunchbase.com/organization/google,,Security & Privacy,Security & Privacy,,,,,,,
,"Beijing Baidu Netcom Science Technology Co., Ltd.",https://baidu.com/,,beijing_baidu_netcom_science_technology_co_ltd.svg,https://www.crunchbase.com/organization/baidu,https://twitter.com/Baidu_Inc,LF AI & Data Member Company,Premier,,,,,,,
,Ericsson,https://ericsson.com/,,ericsson.svg,https://www.crunchbase.com/organization/ericsson,https://twitter.com/ericsson,LF AI & Data Member Company,Premier,,,,,,,
,"Guangdong OPPO Mobile Telecommunications Corp., Ltd.",https://oppo.com/,,guangdong_oppo_mobile_telecommunications_corp_ltd.svg,https://www.crunchbase.com/organization/oppo,https://twitter.com/oppo,LF AI & Data Member Company,Premier,,,,,,,
,"Huawei Technologies Co., Ltd",https://huawei.com/,,huawei_technologies_co_ltd.svg,https://www.crunchbase.com/organization/huawei,https://twitter.com/Huawei,LF AI & Data Member Company,Premier,,,,,,,
,Nokia Corporation,https://nokia.com/,,nokia_corporation.svg,https://www.crunchbase.com/organization/nokia,https://twitter.com/nokia,LF AI & Data Member Company,Premier,,,,NOK,,,
,SAS Institute Inc.,https://sas.com/,,sas_institute_inc.svg,https://www.crunchbase.com/organization/sas,https://twitter.com/SASsoftware,LF AI & Data Member Company,Premier,,,,,,,
,"The 4th Paradigm Technology Co., Ltd",https://4paradigm.com/,,the_4th_paradigm_technology_co_ltd.svg,https://www.crunchbase.com/organization/paradigm4,,LF AI & Data Member Company,Premier,,,,,,,
,ZTE Corporation,https://zte.com.cn/,,zte_corporation.svg,https://www.crunchbase.com/organization/zte-corporation,https://twitter.com/ZTEPress,LF AI & Data Member Company,Premier,,,,,,,
,Alibaba Cloud (Singapore) Private LTD,https://alibaba-inc.com/,,alibaba_cloud_singapore_private_ltd.svg,https://www.crunchbase.com/organization/alibaba-cloud,https://twitter.com/AlibabaB2B,LF AI & Data Member Company,General,,,,,,,
,Astronomer,https://astronomer.io/,,astronomer.svg,https://www.crunchbase.com/organization/astronomer,https://twitter.com/astronomerio,LF AI & Data Member Company,General,,,,,,,
,BasicAI,https://basic.ai/,,basicai.svg,,https://twitter.com/BasicAIteam,LF AI & Data Member Company,General,,,,,,,BasicAI
,"Beijing Primitive Technology Co., Ltd",https://primihub.com/,,beijing_primitive_technology_co_ltd.svg,https://www.crunchbase.com/organization/primitive-technology,,LF AI & Data Member Company,General,,,,,,,
,Broadcom Corporation,https://broadcom.com/,,broadcom_corporation.svg,https://www.crunchbase.com/organization/broadcom,https://twitter.com/Broadcom,LF AI & Data Member Company,General,,,,,,,
,"Cloudera, Inc.",https://cloudera.com/,,cloudera_inc.svg,https://www.crunchbase.com/organization/cloudera,https://twitter.com/cloudera,LF AI & Data Member Company,General,,,,,,,
,CSDN (Beijing) Network Technology Co. Ltd,https://csdn.net/,,csdn_beijing_network_technology_co_ltd.svg,https://www.crunchbase.com/organization/csdn,,LF AI & Data Member Company,General,,,,,,,
,Databricks Inc.,https://databricks.com/,,databricks_inc.svg,https://www.crunchbase.com/organization/databricks,https://twitter.com/databricks,LF AI & Data Member Company,General,,,,,,,
,DMetaSoul,https://dmetasoul.com/,,dmetasoul.svg,,,LF AI & Data Member Company,General,,,,,,,DMetaSoul
,Fujitsu Limited,https://fujitsu.com/,,fujitsu_limited.svg,https://www.crunchbase.com/organization/fujitsu,https://twitter.com/Fujitsu_Global,LF AI & Data Member Company,General,,,,,,,
,"FuriosaAI, Inc.",https://furiosa.ai/,,furiosaai_inc.svg,,,LF AI & Data Member Company,General,,,,,,,"FuriosaAI, Inc."
,GRAVITI TECHNOLOGIES INC,https://graviti.com/,,graviti_technologies_inc.svg,https://www.crunchbase.com/organization/graviti,https://twitter.com/graviti_ai,LF AI & Data Member Company,General,,,,,,,
,ING Group,https://ing.com/,,ing_group.svg,https://www.crunchbase.com/organization/ing-group,https://twitter.com/ING_news,LF AI & Data Member Company,General,,,,,,,
,International Business Machines Corporation,https://ibm.com/,,international_business_machines_corporation.svg,https://www.crunchbase.com/organization/ibm,https://twitter.com/IBM,LF AI & Data Member Company,General,,,,,,,
,Jina AI Limited,https://jina.ai/,,jina_ai_limited.svg,,https://twitter.com/JinaAI_,LF AI & Data Member Company,General,,,,,,,Jina AI Limited
,"Precisely Holdings, LLC",https://precisely.com/,,precisely_holdings_llc.svg,https://www.crunchbase.com/organization/precisely,https://twitter.com/PreciselyData,LF AI & Data Member Company,General,,,,,,,
,"Red Hat, Inc.",https://redhat.com/,,red_hat_inc.svg,https://www.crunchbase.com/organization/red-hat,https://twitter.com/RedHat,LF AI & Data Member Company,General,,,,,,,
,RStudio PBC,https://rstudio.com/,,rstudio_pbc.svg,https://www.crunchbase.com/organization/rstudio,https://twitter.com/posit_pbc,LF AI & Data Member Company,General,,,,,,,
,Union.ai,https://union.ai/,,unionai.svg,https://www.crunchbase.com/organization/union-ai,https://twitter.com/union_ai,LF AI & Data Member Company,General,,,,,,,
,"VMware, Inc.",https://vmware.com/,,vmware_inc.svg,https://www.crunchbase.com/organization/vmware,https://twitter.com/VMware,LF AI & Data Member Company,General,,,,,,,
,Zilliz,https://zilliz.com/,,zilliz.svg,https://www.crunchbase.com/organization/zilliz,https://twitter.com/zilliz_universe,LF AI & Data Member Company,General,,,,,,,
,AI for People,https://aiforpeople.org/,,ai_for_people.svg,https://www.crunchbase.com/organization/ai-for-people,https://twitter.com/AIforPeople,LF AI & Data Member Company,Associate,,,,,,,
,"Aivancity School for Technology, Business & Society Paris-Cachan",https://aivancity.ai/,,aivancity_school_for_technology_business__society_paris-cachan.svg,https://www.crunchbase.com/organization/aivancity-school-for-technology-business-society,https://twitter.com/aivancityschool,LF AI & Data Member Company,Associate,,,,,,,
,Ambianic.ai,https://ambianic.ai/,,ambianicai.svg,https://www.crunchbase.com/organization/ambianic,https://twitter.com/ambianicai,LF AI & Data Member Company,Associate,,,,,,,
,baai,https://baai.ac.cn/,,baai.svg,https://www.crunchbase.com/organization/baai,,LF AI & Data Member Company,Associate,,,,,,,
,Banque de France,https://banque-france.fr/,,banque_de_france.svg,https://www.crunchbase.com/organization/banque-de-france,https://twitter.com/banquedefrance,LF AI & Data Member Company,Associate,,,,,,,
,Chaitanya Bharathi Institute Of Technology,https://cbit.ac.in/,,chaitanya_bharathi_institute_of_technology.svg,https://www.crunchbase.com/organization/chaitanya-bharathi-institute-of-technology,https://twitter.com/CBIThyd,LF AI & Data Member Company,Associate,,,,,,,
,Ersilia Open Source Initiative,https://ersilia.io/,,ersilia_open_source_initiative.svg,,https://twitter.com/ersiliaio,LF AI & Data Member Company,Associate,,,,,,,Ersilia Open Source Initiative
,Ewha Institute for Biomedical Law & Ethics,https://my.ewha.ac.kr/,,ewha_institute_for_biomedical_law__ethics.svg,https://www.crunchbase.com/organization/ewha-womans-university,,LF AI & Data Member Company,Associate,,,,,,,
,Galgotias University,https://galgotiasuniversity.edu.in/,,galgotias_university.svg,https://www.crunchbase.com/organization/galgotias-university,https://twitter.com/iicgalgotiasuni,LF AI & Data Member Company,Associate,,,,,,,
,High School Technology Services,https://myhsts.org/,,high_school_technology_services.svg,https://www.crunchbase.com/organization/high-school-technical-services,https://twitter.com/MyHSTS,LF AI & Data Member Company,Associate,,,,,,,
,ISSIP,https://issip.org/,,issip.svg,https://www.crunchbase.com/organization/international-society-of-service-innovation-professionals,https://twitter.com/The_ISSIP,LF AI & Data Member Company,Associate,,,,,,,
,Ken Kennedy Institute,https://kenkennedy.rice.edu/,,ken_kennedy_institute.svg,https://www.crunchbase.com/organization/ken-kennedy-institute,https://twitter.com/RiceUniversity,LF AI & Data Member Company,Associate,,,,,,,
,Montreal AI Ethics Institute,https://montrealethics.ai/,,montreal_ai_ethics_institute.svg,https://www.crunchbase.com/organization/montreal-ai-ethics-institute,https://twitter.com/mtlaiethics,LF AI & Data Member Company,Associate,,,,,,,
,New York University,https://nyu.edu/,,new_york_university.svg,https://www.crunchbase.com/organization/new-york-university,https://twitter.com/nyuniversity,LF AI & Data Member Company,Associate,,,,,,,
,NIPA,https://nipa.kr/,,nipa.svg,https://www.crunchbase.com/organization/national-it-industry-promotion-agency,https://twitter.com/NIPAkr,LF AI & Data Member Company,Associate,,,,,,,
,OpenI,https://pcl.ac.cn/,,openi.svg,https://www.crunchbase.com/organization/openi,,LF AI & Data Member Company,Associate,,,,,,,
,OpenUK,https://openuk.uk/,,openuk.svg,https://www.crunchbase.com/organization/openuk,https://twitter.com/openuk_uk,LF AI & Data Member Company,Associate,,,Where the UK’s Open communities meet and collaborate,,,,
,Penn State Great Valley - The Pennsylvania State University,https://greatvalley.psu.edu/,,penn_state_great_valley_-_the_pennsylvania_state_university.svg,https://www.crunchbase.com/organization/pennsylvania-state-university,https://twitter.com/penn_state,LF AI & Data Member Company,Associate,,,,,,,
,Pranveer Singh Institute Of Technology,https://psit.ac.in/,,pranveer_singh_institute_of_technology.svg,https://www.crunchbase.com/organization/pranveer-singh-institute-of-technology,https://twitter.com/PSITKanpur2004,LF AI & Data Member Company,Associate,,,,,,,
,QuantUniversity,https://quantuniversity.com/,,quantuniversity.svg,https://www.crunchbase.com/organization/quantitative-insights,https://twitter.com/quantUniversity,LF AI & Data Member Company,Associate,,,,,,,
,Sahyadri College of Engineering & Management,https://sahyadri.edu.in/,,sahyadri_college_of_engineering__management.svg,https://www.crunchbase.com/organization/sahyadri-college-of-engineering-and-management,https://twitter.com/sahyadri_campus,LF AI & Data Member Company,Associate,,,,,,,
,Shanghai OpenSource Information Technology Association,https://shanghaiopen.org.cn/,,shanghai_opensource_information_technology_association.svg,https://www.crunchbase.com/organization/shanghai-opensource-information-technology-association,,LF AI & Data Member Company,Associate,,,,,,,
,The Institute for Ethical AI & Machine Learning,https://ethical.institute/,,the_institute_for_ethical_ai__machine_learning.svg,https://www.crunchbase.com/organization/the-institute-for-ethical-ai-machine-learning,https://twitter.com/EthicalML,LF AI & Data Member Company,Associate,,,,,,,
,Université Libre de Tunis,https://ult-tunisie.com/,,universite_libre_de_tunis.svg,https://www.crunchbase.com/organization/universit%C3%A9-libre-de-tunis,https://twitter.com/ULT_Tunisie,LF AI & Data Member Company,Associate,,,,,,,
,University of Washington,https://uw.edu/,,university_of_washington.svg,https://www.crunchbase.com/organization/university-of-washington,https://twitter.com/UW,LF AI & Data Member Company,Associate,,,,,,,
,XPRIZE,https://xprize.org/,,xprize.svg,https://www.crunchbase.com/organization/x-prize-foundation,https://twitter.com/xprize,LF AI & Data Member Company,Associate,,,,,,,
,Intel(hosting),https://intel.com,,intel.svg,https://www.crunchbase.com/organization/intel,,Hosting Companies,Hosting Companies,,,,,,,
,BasicAI(hosting),https://basic.ai/,,basicai.svg,https://www.crunchbase.com/organization/basicai,,Hosting Companies,Hosting Companies,,,,,,,
,JINA AI(hosting),https://jina.ai/,,jina-ai.svg,https://www.crunchbase.com/organization/jina-ai,,Hosting Companies,Hosting Companies,,,,,,,
,Owkin(hosting),https://owkin.com/,,owkin.svg,https://www.crunchbase.com/organization/owkin-2,,Hosting Companies,Hosting Companies,,,,,,,
,Amazon (hosting),https://amazon.com/,,amazon.svg,https://www.crunchbase.com/organization/amazon,,Hosting Companies,Hosting Companies,,,,,,,
,AT&T (hosting),https://att.com/,,att.svg,https://www.crunchbase.com/organization/at-t,,Hosting Companies,Hosting Companies,,,,,,,
,BAAI (hosting),https://baai.ac.cn/,,baai.svg,https://www.crunchbase.com/organization/baai,,Hosting Companies,Hosting Companies,,,,,,,
,Baidu (hosting),https://www.baidu.com/,,baidu.svg,https://www.crunchbase.com/organization/baidu,https://twitter.com/Baidu_Inc,Hosting Companies,Hosting Companies,,,,,,,
,Bloomberg (hosting),https://www.bloomberg.com/tosv2.html,,bloomberg.svg,https://www.crunchbase.com/organization/bloomberg,,Hosting Companies,Hosting Companies,,,,,,,
,data.world (hosting),https://data.world/,,dataworld.svg,https://www.crunchbase.com/organization/data-world,,Hosting Companies,Hosting Companies,,,,,,,
,Datakin (hosting),https://datakin.com/,,datakin.svg,https://www.crunchbase.com/organization/datakin,,Hosting Companies,Hosting Companies,,,,,,,
,DiDi (hosting),https://www.didiglobal.com/,,didi.svg,https://www.crunchbase.com/organization/zte-corporation,https://twitter.com/didiglobal,Hosting Companies,Hosting Companies,,,,,,,
,Dreamworks (hosting),https://dreamworks.com/,,dreamworks.svg,https://www.crunchbase.com/organization/dreamworks-animation,,Hosting Companies,Hosting Companies,,,,,,,
,GRAVITI TECHNOLOGIES INC (hosting),https://graviti.com/,,graviti_technologies_inc.svg,https://www.crunchbase.com/organization/graviti,https://twitter.com/graviti_ai,Hosting Companies,Hosting Companies,,,,,,,
,Herron Tech (hosting),https://www.herrontech.com/,,herrontech.svg,https://www.crunchbase.com/organization/herron-techology-llc,,Hosting Companies,Hosting Companies,,,,,,,
,IBM (hosting),https://www.ibm.com/us-en/?ar=1,,ibm.svg,https://www.crunchbase.com/organization/ibm,https://twitter.com/ibm,Hosting Companies,Hosting Companies,,,,,,,
,Labelia Labs (hosting),https://labelia.org/,,labelia.svg,https://www.crunchbase.com/organization/labelia-labs,,Hosting Companies,Hosting Companies,,,,,,,
,LinkedIn (hosting),https://www.linkedin.com/,,linkedin.svg,https://www.crunchbase.com/organization/linkedin,,Hosting Companies,Hosting Companies,,,,,,,
,Lyft (hosting),https://www.lyft.com,,lyft.svg,https://www.crunchbase.com/organization/lyft,,Hosting Companies,Hosting Companies,,,,,,,
,Meta (hosting),https://m.facebook.com,,meta.svg,https://www.crunchbase.com/organization/facebook,,Hosting Companies,Hosting Companies,,,,,,,
,Microsoft (hosting),https://www.microsoft.com/en-us,,microsoft.svg,https://www.crunchbase.com/organization/microsoft,,Hosting Companies,Hosting Companies,,,,,,,
,oojek (hosting),https://www.gojek.com/en-id,,gojek.svg,https://www.crunchbase.com/organization/go-jek,https://twitter.com/gojekindonesia,Hosting Companies,Hosting Companies,,,,,,,
,QuantumBlack Labs (hosting),https://www.mckinsey.com/business-functions/quantumblack/labs,,QuantumBlack.svg,https://www.crunchbase.com/organization/quantumblack,,Hosting Companies,Hosting Companies,,,,,,,
,RStudio (hosting),https://rstudio.com,,rstudio.svg,https://www.crunchbase.com/organization/rstudio,,Hosting Companies,Hosting Companies,,,,,,,
,Samsung(hosting),https://www.samsung.com/us/smartphones/galaxy-note20-5g,,samsung.svg,https://www.crunchbase.com/organization/samsung-electronics,,Hosting Companies,Hosting Companies,,,,,,,
,Tech Mahindra (hosting),https://www.techmahindra.com/en-in,,tech-mahindra.svg,https://www.crunchbase.com/organization/tech-mahindra,https://twitter.com/tech_mahindra,Hosting Companies,Hosting Companies,,,,,,,
,Tencent (hosting),https://www.tencent.com/zh-cn/index.html,,tencent.svg,https://www.crunchbase.com/organization/tencent,,Hosting Companies,Hosting Companies,,,,,,,
,The Institute for Ethical AI & Machine Learning (hosting),https://ethical.institute/,,the_institute_for_ethical_ai__machine_learning.svg,https://www.crunchbase.com/organization/the-institute-for-ethical-ai-machine-learning,,Hosting Companies,Hosting Companies,,,,,,,
,Uber (hosting),https://www.uber.com/hk/zh-hk,,uber.svg,https://www.crunchbase.com/organization/uber,,Hosting Companies,Hosting Companies,,,,,,,
,WeWork (hosting),https://wework.com/,,wework.svg,https://www.crunchbase.com/organization/wework-857c,,Hosting Companies,Hosting Companies,,,,,,,
,Zilliz (hosting),https://zilliz.com,,zilliz.svg,https://www.crunchbase.com/organization/zilliz,,Hosting Companies,Hosting Companies,,,,,,,
,ZTE (hosting),https://www.zte.com.cn/global,,zte.svg,https://www.crunchbase.com/organization/zte-corporation,https://twitter.com/ztepress,Hosting Companies,Hosting Companies,,,,,,,
,DMetaSoul (hosting),https://dmetasoul.com/,,dmetasoul.svg,https://www.crunchbase.com/organization/dmetasoul,,Hosting Companies,Hosting Companies,,,,,,,
